epoch,ms,label,quality,raw_rms,filt_rms,hum_pct,D_abs,T_abs,A_abs,B_abs,G_abs,D_rel,T_rel,A_rel,B_rel,G_rel,A_B_ratio,T_A_ratio
280,279980,Neutral,good,916.3,3.1,0.0,564.501,2853.876,4378.500,2581.834,810.836,0.0504,0.2550,0.3913,0.2307,0.0725,1.696,0.652
281,280980,Neutral,good,912.3,3.6,0.0,29074.650,12317.563,5281.093,3833.543,4454.771,0.5290,0.2241,0.0961,0.0697,0.0811,1.378,2.332
282,281980,Neutral,good,911.7,2.8,0.0,5616.564,3282.304,7319.517,5234.035,714.508,0.2534,0.1481,0.3302,0.2361,0.0322,1.398,0.448
283,282980,Neutral,good,910.1,3.1,0.0,1496.909,3396.661,3087.461,5190.250,4094.501,0.0867,0.1967,0.1788,0.3006,0.2371,0.595,1.100
284,283980,Neutral,good,909.7,3.6,0.0,8130.388,5273.933,773.684,3722.203,1482.031,0.4195,0.2721,0.0399,0.1920,0.0765,0.208,6.817
285,284980,Neutral,good,914.2,5.5,0.0,26505.645,4903.951,7470.677,3989.110,1629.353,0.5956,0.1102,0.1679,0.0896,0.0366,1.873,0.656
286,285979,Neutral,good,915.0,3.3,0.0,6824.606,1012.305,973.424,2137.688,868.048,0.5776,0.0857,0.0824,0.1809,0.0735,0.455,1.040
287,286979,Neutral,good,916.7,3.0,0.0,12760.093,3980.567,4067.488,1828.958,1272.442,0.5337,0.1665,0.1701,0.0765,0.0532,2.224,0.979
288,287979,Neutral,good,917.6,3.3,0.0,1725.713,5814.391,3807.150,4621.732,1048.484,0.1014,0.3417,0.2237,0.2716,0.0616,0.824,1.527
289,288979,Neutral,good,917.6,3.0,0.0,670.815,2028.417,5599.205,2953.691,830.501,0.0555,0.1679,0.4634,0.2445,0.0687,1.896,0.362
290,289979,Neutral,good,919.1,2.7,0.0,2035.671,5238.909,1645.099,5133.151,1252.165,0.1330,0.3423,0.1075,0.3354,0.0818,0.320,3.185
291,290979,Neutral,good,917.1,3.6,0.0,9687.431,2232.602,7542.758,4292.554,1462.046,0.3842,0.0885,0.2991,0.1702,0.0580,1.757,0.296
292,291979,Neutral,good,907.2,11.4,0.0,380319.594,18224.982,2014.345,2337.854,667.724,0.9424,0.0452,0.0050,0.0058,0.0017,0.862,9.048
293,292979,Neutral,good,871.5,29.9,0.0,2743730.000,211309.797,6447.173,27230.748,18023.391,0.9125,0.0703,0.0021,0.0091,0.0060,0.237,32.776
294,293979,Neutral,good,880.4,6.7,0.0,87839.734,2888.268,1470.746,2309.323,914.371,0.9205,0.0303,0.0154,0.0242,0.0096,0.637,1.964
295,294979,Neutral,good,881.0,11.5,0.0,249331.656,5610.000,6997.333,4012.856,1760.239,0.9313,0.0210,0.0261,0.0150,0.0066,1.744,0.802
296,295979,Neutral,good,882.3,11.2,0.0,204010.016,3285.043,2889.007,3581.722,3175.197,0.9404,0.0151,0.0133,0.0165,0.0146,0.807,1.137
297,296979,Neutral,good,883.0,7.6,0.0,50171.000,1599.519,3491.892,2984.167,224.324,0.8581,0.0274,0.0597,0.0510,0.0038,1.170,0.458
298,297979,Neutral,good,883.3,4.2,0.0,9636.580,2891.523,1076.493,2707.202,1057.231,0.5548,0.1665,0.0620,0.1559,0.0609,0.398,2.686
299,298979,Neutral,good,883.7,2.8,0.0,1251.929,384.449,2263.900,2329.900,988.144,0.1734,0.0533,0.3136,0.3228,0.1369,0.972,0.170
300,299979,Neutral,good,884.3,3.2,0.0,2210.342,9483.620,7187.076,5414.848,735.084,0.0883,0.3789,0.2871,0.2163,0.0294,1.327,1.320
301,300978,Neutral,good,890.3,5.7,0.0,51546.117,3622.106,6008.679,7218.569,2144.822,0.7307,0.0513,0.0852,0.1023,0.0304,0.832,0.603
302,301978,Neutral,good,897.2,4.7,0.0,10452.411,5585.021,4617.219,4473.345,3723.598,0.3623,0.1936,0.1600,0.1550,0.1291,1.032,1.210
303,302978,Neutral,good,898.7,2.8,0.0,3932.373,4717.203,1197.016,2801.450,384.871,0.3017,0.3619,0.0918,0.2150,0.0295,0.427,3.941
304,303978,Neutral,good,902.3,3.2,0.0,2203.590,5459.055,5709.401,1878.597,1396.645,0.1324,0.3279,0.3430,0.1128,0.0839,3.039,0.956
305,304978,Neutral,good,903.5,3.7,0.0,10913.983,3335.853,2526.077,2033.638,1008.938,0.5507,0.1683,0.1275,0.1026,0.0509,1.242,1.321
306,305978,Neutral,good,903.4,4.0,0.0,15135.927,2724.161,5552.898,3465.375,784.569,0.5472,0.0985,0.2007,0.1253,0.0284,1.602,0.491
307,306978,Neutral,good,903.7,3.8,0.0,7176.802,8156.615,3048.004,3091.030,1511.002,0.3123,0.3549,0.1326,0.1345,0.0657,0.986,2.676
308,307978,Neutral,good,904.8,2.9,0.0,1815.101,2138.155,3889.985,1889.858,1341.836,0.1639,0.1931,0.3512,0.1706,0.1212,2.058,0.550
309,308978,Neutral,good,905.2,2.6,0.0,1078.119,7513.676,3585.416,8659.105,692.253,0.0501,0.3490,0.1665,0.4022,0.0322,0.414,2.096
310,309978,Neutral,good,905.6,2.8,0.0,1834.845,1176.632,3149.370,1431.657,1926.597,0.1928,0.1236,0.3308,0.1504,0.2024,2.200,0.374
311,310978,Neutral,good,905.9,3.0,0.0,1335.120,4475.078,2890.959,2722.605,2558.281,0.0955,0.3201,0.2068,0.1947,0.1830,1.062,1.548
312,311978,Neutral,good,906.1,2.5,0.0,1208.093,491.951,1922.546,1945.230,648.884,0.1943,0.0791,0.3093,0.3129,0.1044,0.988,0.256
313,312978,Neutral,good,906.4,2.7,0.0,988.717,1349.189,1091.809,2753.981,1399.236,0.1304,0.1779,0.1440,0.3632,0.1845,0.396,1.236
314,313978,Neutral,good,906.1,3.1,0.0,2143.145,2931.572,3311.028,3698.152,1009.606,0.1637,0.2239,0.2529,0.2824,0.0771,0.895,0.885
315,314978,Neutral,good,906.5,2.9,0.0,723.155,6665.849,4891.617,2213.862,1317.020,0.0457,0.4216,0.3094,0.1400,0.0833,2.210,1.363
316,315977,Neutral,good,906.6,2.7,0.0,3247.158,1067.688,4306.662,2660.494,217.042,0.2824,0.0929,0.3745,0.2314,0.0189,1.619,0.248
317,316977,Neutral,good,907.0,3.0,0.0,9700.445,4159.409,2250.057,1963.940,558.623,0.5206,0.2232,0.1208,0.1054,0.0300,1.146,1.849
318,317977,Neutral,good,907.6,2.8,0.0,607.057,737.505,1023.796,4231.021,930.629,0.0806,0.0979,0.1360,0.5619,0.1236,0.242,0.720
319,318977,Neutral,good,908.0,2.7,0.0,1359.161,1373.809,2772.825,2737.159,2863.468,0.1224,0.1237,0.2497,0.2464,0.2578,1.013,0.495
320,319977,Neutral,good,907.9,3.0,0.0,381.876,2321.744,1455.058,3974.610,269.771,0.0454,0.2763,0.1732,0.4730,0.0321,0.366,1.596
321,320977,Neutral,good,907.7,3.0,0.0,581.218,9382.809,9655.438,3004.031,996.123,0.0246,0.3972,0.4088,0.1272,0.0422,3.214,0.972
322,321977,Neutral,good,907.4,2.7,0.0,92.914,2689.659,1362.591,2786.375,745.857,0.0121,0.3503,0.1775,0.3629,0.0971,0.489,1.974
323,322977,Neutral,good,907.9,2.8,0.0,1860.727,4596.401,7425.097,4414.465,625.693,0.0983,0.2429,0.3924,0.2333,0.0331,1.682,0.619
324,323977,Neutral,good,907.5,2.4,0.0,738.160,1399.050,632.295,2947.927,942.294,0.1108,0.2101,0.0949,0.4426,0.1415,0.214,2.213
325,324977,Neutral,good,907.4,2.8,0.0,2688.782,1144.962,3750.220,2476.960,715.317,0.2495,0.1062,0.3480,0.2299,0.0664,1.514,0.305
326,325977,Neutral,good,908.0,2.9,0.0,6220.510,4402.852,2194.138,4381.847,274.800,0.3560,0.2520,0.1256,0.2508,0.0157,0.501,2.007
327,326977,Neutral,good,907.4,2.5,0.0,7256.964,4924.620,3605.621,2516.422,1300.760,0.3702,0.2512,0.1839,0.1284,0.0664,1.433,1.366
328,327977,Neutral,good,907.5,2.8,0.0,1465.718,3074.827,927.032,2424.412,773.142,0.1692,0.3549,0.1070,0.2798,0.0892,0.382,3.317
329,328977,Neutral,good,907.3,3.0,0.0,3194.312,1945.411,2390.413,1276.278,607.670,0.3393,0.2066,0.2539,0.1356,0.0645,1.873,0.814
330,329977,Neutral,good,907.4,2.9,0.0,833.188,1889.732,3287.490,9005.150,1931.073,0.0492,0.1115,0.1940,0.5314,0.1140,0.365,0.575
331,330977,Neutral,good,908.2,2.5,0.0,2101.849,1234.922,827.426,1955.489,370.095,0.3239,0.1903,0.1275,0.3013,0.0570,0.423,1.492
332,331976,Neutral,good,908.8,2.9,0.0,3465.864,3295.116,2299.129,2645.406,606.289,0.2815,0.2676,0.1867,0.2149,0.0492,0.869,1.433
333,332976,Neutral,good,908.6,2.9,0.0,1297.300,1570.041,1668.923,1303.836,565.398,0.2025,0.2451,0.2605,0.2035,0.0883,1.280,0.941
334,333976,Neutral,good,908.2,2.9,0.0,632.726,9678.842,10497.999,2751.050,1277.922,0.0255,0.3897,0.4226,0.1108,0.0514,3.816,0.922
335,334976,Neutral,good,907.4,2.9,0.0,1790.246,1297.415,1832.723,7441.490,1641.541,0.1278,0.0926,0.1309,0.5314,0.1172,0.246,0.708
336,335976,Neutral,good,907.4,3.0,0.0,1012.074,3102.462,5046.339,2780.173,599.657,0.0807,0.2474,0.4024,0.2217,0.0478,1.815,0.615
337,336976,Neutral,good,907.6,3.0,0.0,3785.809,4263.140,3075.511,6588.549,558.392,0.2072,0.2333,0.1683,0.3606,0.0306,0.467,1.386
338,337976,Neutral,good,906.6,3.1,0.0,3445.036,10367.049,5806.932,3789.663,566.052,0.1437,0.4324,0.2422,0.1581,0.0236,1.532,1.785
339,338976,Neutral,good,906.4,2.9,0.0,2277.254,2835.545,3335.022,2997.255,1352.138,0.1779,0.2216,0.2606,0.2342,0.1057,1.113,0.850
340,339976,Neutral,good,907.4,2.9,0.0,2004.468,1913.235,3817.353,2156.736,473.818,0.1934,0.1846,0.3683,0.2081,0.0457,1.770,0.501
341,340976,Neutral,good,907.5,3.0,0.0,963.756,4337.948,2451.581,3396.539,950.330,0.0796,0.3585,0.2026,0.2807,0.0785,0.722,1.769
342,341976,Neutral,good,907.2,3.2,0.0,6031.835,3708.918,5293.418,3538.979,1158.420,0.3057,0.1880,0.2683,0.1794,0.0587,1.496,0.701
343,342976,Neutral,good,907.5,2.6,0.0,2235.285,4936.219,3134.594,4525.563,973.218,0.1414,0.3123,0.1983,0.2863,0.0616,0.693,1.575
344,343976,Neutral,good,908.8,3.0,0.0,979.063,434.700,1949.296,2160.477,2199.749,0.1268,0.0563,0.2524,0.2797,0.2848,0.902,0.223
345,344976,Neutral,good,908.1,2.5,0.0,114.023,4013.517,2862.095,1655.791,660.633,0.0123,0.4313,0.3076,0.1779,0.0710,1.729,1.402
346,345976,Neutral,good,908.5,2.9,0.0,1070.474,214.445,2256.776,1445.869,1559.371,0.1635,0.0328,0.3447,0.2208,0.2382,1.561,0.095
347,346975,Neutral,good,908.1,3.1,0.0,1869.979,2818.919,2345.703,4930.331,1002.056,0.1442,0.2174,0.1809,0.3802,0.0773,0.476,1.202
348,347975,Neutral,good,907.7,3.2,0.0,3910.129,4563.401,1857.740,6549.987,1252.878,0.2156,0.2516,0.1024,0.3612,0.0691,0.284,2.456
349,348975,Neutral,good,908.3,3.1,0.0,6342.475,14902.733,9301.734,2830.527,1283.279,0.1830,0.4300,0.2684,0.0817,0.0370,3.286,1.602
350,349975,Neutral,good,908.5,2.9,0.0,1231.478,2045.080,1486.477,1197.970,572.592,0.1885,0.3130,0.2275,0.1834,0.0876,1.241,1.376
351,350975,Neutral,good,908.4,2.9,0.0,10601.132,4864.244,1920.297,2388.308,891.121,0.5130,0.2354,0.0929,0.1156,0.0431,0.804,2.533
352,351975,Neutral,good,908.9,2.7,0.0,651.058,354.951,3198.152,4799.116,931.382,0.0655,0.0357,0.3219,0.4831,0.0938,0.666,0.111
353,352975,Neutral,good,908.7,2.5,0.0,1756.036,7440.350,8281.116,1067.671,273.324,0.0933,0.3954,0.4401,0.0567,0.0145,7.756,0.898
354,353975,Neutral,good,907.9,2.3,0.0,1103.297,528.642,816.763,1110.863,533.182,0.2696,0.1292,0.1996,0.2714,0.1303,0.735,0.647
355,354975,Neutral,good,904.4,5.1,0.0,63676.820,20537.117,26013.672,3886.326,843.133,0.5539,0.1787,0.2263,0.0338,0.0073,6.694,0.789
356,355975,Neutral,good,884.4,34.3,0.0,48115.852,15305.056,7998.948,4220.137,1460.815,0.6241,0.1985,0.1037,0.0547,0.0189,1.895,1.913
357,356975,Neutral,good,1042.8,123.5,0.0,15417889.000,911091.375,303066.750,407318.906,51753.500,0.9021,0.0533,0.0177,0.0238,0.0030,0.744,3.006
358,357975,Neutral,good,1137.6,95.8,0.0,11850129.000,356450.969,49144.691,49402.336,16299.202,0.9617,0.0289,0.0040,0.0040,0.0013,0.995,7.253
359,358975,Neutral,good,1176.3,110.3,0.0,73143432.000,2154014.000,405980.000,236885.000,47667.262,0.9626,0.0283,0.0053,0.0031,0.0006,1.714,5.306
360,359975,Neutral,good,1197.6,59.8,0.0,3370493.500,18988.414,24857.342,34102.953,4012.231,0.9763,0.0055,0.0072,0.0099,0.0012,0.729,0.764
362,361975,Neutral,good,1189.1,42.1,0.0,6437639.500,70773.539,77241.508,12287.855,2035.656,0.9754,0.0107,0.0117,0.0019,0.0003,6.286,0.916
363,362975,Neutral,good,1234.9,28.1,0.0,1348105.625,29555.738,14616.077,18240.615,1743.308,0.9546,0.0209,0.0103,0.0129,0.0012,0.801,2.022
364,363974,Neutral,good,1253.3,10.6,0.0,110247.891,15973.443,9722.381,7113.144,1647.941,0.7619,0.1104,0.0672,0.0492,0.0114,1.367,1.643
365,364974,Neutral,good,1265.3,8.4,0.0,122824.727,5500.528,2400.924,2465.733,1543.544,0.9116,0.0408,0.0178,0.0183,0.0115,0.974,2.291
366,365974,Neutral,good,1269.0,17.0,0.0,462817.281,13357.852,9381.690,16384.963,2966.841,0.9166,0.0265,0.0186,0.0325,0.0059,0.573,1.424
367,366974,Neutral,good,1272.0,17.5,0.0,416711.125,7372.333,3695.274,3593.185,1228.979,0.9633,0.0170,0.0085,0.0083,0.0028,1.028,1.995
368,367974,Neutral,good,1273.3,13.8,0.0,199630.188,10537.534,3658.458,2270.112,992.840,0.9196,0.0485,0.0169,0.0105,0.0046,1.612,2.880
369,368974,Neutral,good,1274.1,8.8,0.0,113891.898,5000.070,4842.394,6076.432,933.610,0.8711,0.0382,0.0370,0.0465,0.0071,0.797,1.033
370,369974,Neutral,good,1276.5,3.7,0.0,6061.615,1365.109,2021.774,2152.999,495.662,0.5011,0.1128,0.1671,0.1780,0.0410,0.939,0.675
371,370974,Neutral,good,1277.2,3.1,0.0,1810.559,8932.023,6051.499,3169.393,1538.865,0.0842,0.4154,0.2814,0.1474,0.0716,1.909,1.476
372,371974,Neutral,good,1277.2,3.1,0.0,1049.436,1177.453,2355.754,6844.462,3032.963,0.0726,0.0814,0.1629,0.4733,0.2097,0.344,0.500
373,372974,Neutral,good,1279.5,3.9,0.0,3550.209,2975.263,2726.756,2364.867,547.935,0.2918,0.2446,0.2241,0.1944,0.0450,1.153,1.091
374,373974,Neutral,good,1285.1,4.8,0.0,10468.873,262.882,427.641,2159.685,1254.490,0.7183,0.0180,0.0293,0.1482,0.0861,0.198,0.615
375,374974,Neutral,good,1288.3,3.5,0.0,2255.031,891.909,2570.396,2413.245,1536.145,0.2333,0.0923,0.2659,0.2496,0.1589,1.065,0.347
376,375974,Neutral,good,1289.8,3.3,0.0,3513.765,6304.111,5118.789,5650.133,1975.093,0.1557,0.2794,0.2269,0.2504,0.0875,0.906,1.232
377,376974,Neutral,good,1290.4,3.8,0.0,5614.944,10085.008,5461.612,11108.998,2726.407,0.1604,0.2882,0.1561,0.3174,0.0779,0.492,1.847
378,377973,Neutral,good,1291.9,3.4,0.0,2061.863,1548.401,3640.746,12475.435,800.060,0.1004,0.0754,0.1774,0.6078,0.0390,0.292,0.425
379,378974,Neutral,good,1292.7,2.7,0.0,8311.572,1765.348,905.732,2854.188,769.799,0.5690,0.1209,0.0620,0.1954,0.0527,0.317,1.949
380,379973,Neutral,good,1293.9,3.0,0.0,3118.501,6266.504,3494.530,2784.198,622.016,0.1915,0.3848,0.2146,0.1710,0.0382,1.255,1.793
381,380973,Neutral,good,1295.0,2.9,0.0,5594.168,2761.599,450.962,2381.565,206.342,0.4909,0.2424,0.0396,0.2090,0.0181,0.189,6.124
382,381973,Neutral,good,1295.8,3.3,0.0,4584.031,1987.973,1127.404,1944.936,1084.634,0.4273,0.1853,0.1051,0.1813,0.1011,0.580,1.763
383,382973,Neutral,good,1298.0,3.3,0.0,8422.566,6668.041,589.104,1322.053,6653.396,0.3561,0.2819,0.0249,0.0559,0.2813,0.446,11.319
384,383973,Neutral,good,1298.0,3.3,0.0,5181.974,3809.239,1669.559,3713.436,1669.794,0.3230,0.2374,0.1041,0.2315,0.1041,0.450,2.282
385,384973,Neutral,good,1299.1,2.9,0.0,3482.037,5920.998,2230.038,1449.865,522.420,0.2559,0.4352,0.1639,0.1066,0.0384,1.538,2.655
386,385973,Neutral,good,1298.9,3.5,0.0,2121.417,935.317,661.359,5501.613,3016.398,0.1734,0.0764,0.0540,0.4496,0.2465,0.120,1.414
387,386973,Neutral,good,1300.1,3.5,0.0,1951.906,7271.770,10500.625,9291.686,1585.766,0.0638,0.2376,0.3431,0.3036,0.0518,1.130,0.693
388,387973,Neutral,good,1299.5,2.9,0.0,4017.338,12035.834,9534.850,517.577,626.405,0.1503,0.4502,0.3567,0.0194,0.0234,18.422,1.262
389,388973,Neutral,good,1299.9,2.8,0.0,5364.473,791.015,125.949,8244.120,2935.517,0.3072,0.0453,0.0072,0.4721,0.1681,0.015,6.280
390,389973,Neutral,good,1300.5,3.5,0.0,3683.702,11657.925,4163.475,1643.744,2099.039,0.1585,0.5015,0.1791,0.0707,0.0903,2.533,2.800
391,390973,Neutral,good,1300.4,2.7,0.0,7175.222,3313.405,1610.961,2113.804,906.169,0.4746,0.2191,0.1065,0.1398,0.0599,0.762,2.057
392,391973,Neutral,good,1300.8,2.7,0.0,574.213,2317.836,2196.911,4739.424,1096.191,0.0526,0.2122,0.2011,0.4338,0.1003,0.464,1.055
393,392973,Neutral,good,1301.0,3.0,0.0,3151.901,1712.486,3412.836,3772.635,2329.582,0.2192,0.1191,0.2373,0.2624,0.1620,0.905,0.502
394,393973,Neutral,good,1300.9,3.0,0.0,1767.048,4499.021,4968.425,2595.932,2283.460,0.1097,0.2792,0.3083,0.1611,0.1417,1.914,0.906
395,394972,Neutral,good,1301.9,2.7,0.0,1023.919,774.871,780.253,1195.471,892.265,0.2194,0.1660,0.1672,0.2562,0.1912,0.653,0.993
396,395972,Neutral,good,1302.0,2.4,0.0,534.712,1956.016,2620.633,4192.451,596.637,0.0540,0.1976,0.2647,0.4235,0.0603,0.625,0.746
397,396972,Neutral,good,1302.0,3.2,0.0,5358.166,2950.835,1055.146,3067.550,1517.836,0.3841,0.2115,0.0756,0.2199,0.1088,0.344,2.797
398,397972,Neutral,good,1302.1,2.5,0.0,342.116,476.328,666.081,3088.531,705.887,0.0648,0.0902,0.1262,0.5851,0.1337,0.216,0.715
399,398972,Neutral,good,1302.3,2.8,0.0,771.245,2063.555,2219.305,1729.515,729.259,0.1027,0.2747,0.2954,0.2302,0.0971,1.283,0.930
400,399972,Neutral,good,1302.9,2.9,0.0,7004.756,8731.467,5761.354,2748.599,649.735,0.2814,0.3507,0.2314,0.1104,0.0261,2.096,1.516
401,400972,Neutral,good,1303.2,2.9,0.0,884.282,1579.629,1333.300,1604.992,2439.005,0.1128,0.2015,0.1700,0.2047,0.3110,0.831,1.185
402,401972,Neutral,good,1302.8,3.0,0.0,1996.469,10121.095,9592.207,1355.670,2871.658,0.0770,0.3902,0.3698,0.0523,0.1107,7.076,1.055
403,402972,Neutral,good,1303.1,2.6,0.0,1326.103,8164.548,3560.132,2944.291,1596.532,0.0754,0.4641,0.2024,0.1674,0.0908,1.209,2.293
404,403972,Neutral,good,1302.9,2.9,0.0,5791.168,11258.999,5445.383,2466.493,1888.099,0.2157,0.4193,0.2028,0.0919,0.0703,2.208,2.068
405,404972,Neutral,good,1303.7,2.5,0.0,3066.226,2185.031,464.702,1578.208,1828.026,0.3361,0.2395,0.0509,0.1730,0.2004,0.294,4.702
406,405972,Neutral,good,1302.8,3.1,0.0,1735.999,182.151,689.616,3513.297,917.356,0.2466,0.0259,0.0980,0.4992,0.1303,0.196,0.264
407,406972,Neutral,good,1303.6,2.7,0.0,1879.104,843.829,2069.129,2268.488,581.131,0.2459,0.1104,0.2708,0.2969,0.0760,0.912,0.408
408,407972,Neutral,good,1303.8,2.7,0.0,5298.375,347.439,1150.539,854.703,485.198,0.6512,0.0427,0.1414,0.1050,0.0596,1.346,0.302
409,408972,Neutral,good,1304.3,3.0,0.0,563.626,3470.085,5407.583,5966.494,2953.375,0.0307,0.1890,0.2945,0.3250,0.1608,0.906,0.642
410,409971,Neutral,good,1304.4,3.3,0.0,1557.099,1940.145,1113.423,4039.710,255.233,0.1748,0.2179,0.1250,0.4536,0.0287,0.276,1.743
411,410971,Neutral,good,1304.7,2.8,0.0,6558.134,3444.351,3392.251,2277.835,805.348,0.3980,0.2090,0.2059,0.1382,0.0489,1.489,1.015
412,411971,Neutral,good,1304.5,3.2,0.0,1764.306,474.822,1673.380,2642.325,1217.115,0.2270,0.0611,0.2153,0.3400,0.1566,0.633,0.284
413,412971,Neutral,good,1304.7,3.6,0.0,6353.650,5691.724,5890.111,7946.881,4008.813,0.2126,0.1904,0.1971,0.2659,0.1341,0.741,0.966
414,413971,Neutral,good,1304.4,2.8,0.0,2770.584,3775.439,700.371,918.122,924.928,0.3048,0.4154,0.0771,0.1010,0.1018,0.763,5.391
415,414971,Neutral,good,1304.0,3.5,0.0,1632.962,694.835,330.447,4954.493,4716.901,0.1324,0.0564,0.0268,0.4018,0.3826,0.067,2.103
416,415971,Neutral,good,1304.1,2.6,0.0,1001.781,2402.256,2562.773,2831.511,727.112,0.1052,0.2522,0.2690,0.2973,0.0763,0.905,0.937
417,416971,Neutral,good,1304.6,3.5,0.0,2275.260,4705.674,4839.814,2562.265,2239.903,0.1369,0.2831,0.2912,0.1541,0.1347,1.889,0.972
418,417971,Neutral,good,1304.9,2.8,0.0,1570.442,2275.128,2018.681,584.589,393.129,0.2295,0.3325,0.2950,0.0854,0.0575,3.453,1.127
419,418971,Neutral,good,1305.3,3.2,0.0,4884.033,6556.565,3239.173,5499.454,574.352,0.2353,0.3159,0.1561,0.2650,0.0277,0.589,2.024
420,419971,Neutral,good,1304.6,3.4,0.0,4558.708,9000.041,4090.874,2157.157,2346.625,0.2058,0.4063,0.1847,0.0974,0.1059,1.896,2.200
421,420971,Neutral,good,1305.0,3.3,0.0,3673.053,3587.234,3614.048,8739.846,1008.580,0.1781,0.1739,0.1752,0.4238,0.0489,0.414,0.993
422,421971,Neutral,good,1304.2,2.8,0.0,6882.991,6395.584,4864.545,1307.653,1213.727,0.3331,0.3095,0.2354,0.0633,0.0587,3.720,1.315
423,422971,Neutral,good,1305.2,2.7,0.0,2623.256,5082.643,6599.833,7205.417,1190.850,0.1156,0.2239,0.2907,0.3174,0.0525,0.916,0.770
424,423971,Neutral,good,1304.5,3.1,0.0,3730.452,5243.172,4584.285,7372.869,2805.548,0.1572,0.2209,0.1931,0.3106,0.1182,0.622,1.144
425,424970,Neutral,good,1304.6,2.9,0.0,2871.692,4220.376,3439.410,7980.081,1202.615,0.1457,0.2141,0.1745,0.4048,0.0610,0.431,1.227
426,425971,Neutral,good,1305.3,2.7,0.0,1731.756,3018.164,1440.711,1067.791,1140.811,0.2062,0.3593,0.1715,0.1271,0.1358,1.349,2.095
